ID,Group,Feature_1,Feature_2,Feature_3
ID551,B,2654.34544063385,391.158504274761,5312.741881504372
ID778,C,2328.987167874264,406.3406708441393,-1944.8579480471747
ID147,B,3107.8370663149785,388.52453835474967,6207.143195395305
ID695,B,2175.9669792594195,412.2260551317251,4360.766445443387
ID842,A,2508.0367450345684,395.44109501753303,5531.039217327748
ID580,C,2841.1306624703666,402.1504505836491,-2419.3897744315664
ID149,C,2574.3358884903732,407.31069384742744,-2193.635729272797
ID354,A,2671.1320618790537,399.0117271118159,6005.327279525707
ID569,C,2375.0959794306414,391.90829557982164,-1996.4022205629713
ID564,C,2405.701993381198,424.62405421930924,-1950.5157274360988
ID473,C,2439.3227783090038,404.54028299846897,-2040.8257278602296
ID461,A,2476.657119323157,379.18642425601337,5521.123153401285
ID758,C,2678.523441890667,378.48606646278205,-2315.962913474335
ID533,B,2342.08436724181,369.14555388836715,4683.2584446697265
ID629,A,2438.95389408874,419.5494576627899,5237.531432153974
ID417,A,2716.293034583108,410.0354760799221,6075.572406548421
ID296,B,2107.426373984508,389.3208292768019,4182.5151171943035
ID327,C,2005.2417044775905,409.1798598167247,-1586.423027611767
ID458,C,2862.612670355985,444.3117604270324,-2400.404133640847
ID329,B,2169.627833841873,381.4126432933398,4322.059390009676
ID420,B,2198.9315397907276,395.0062122373148,4394.885088960173
ID752,B,2738.5718836449346,420.0005689554183,5503.422379614568
ID677,A,2238.6917227013228,391.5361179292166,4761.8076544625865
ID486,B,2328.9673097290715,360.52673713011905,4659.544988307623
ID289,B,2142.4961310938434,394.6082218137208,4294.018921896053
ID819,A,2213.5675691056517,386.8728720354954,4704.061663888885
ID830,C,2620.5363239428775,390.1272241152152,-2222.659357644683
ID527,A,2207.337363734093,389.3888097537869,4677.3764631142685
ID858,C,2180.0411987944394,420.31454664377793,-1768.6577056684337
ID153,C,2657.47764756219,416.7351218804344,-2227.7969157968478
ID899,A,3089.6575689503943,410.41949351134474,7214.425139533498
ID246,A,2755.909628930232,393.31902890425425,6309.332057346052
ID243,B,2494.281552037643,404.8151847222023,4982.996044689605
ID570,B,3096.192620993764,376.13860396441225,6195.71879700684
ID562,B,2133.7821000480617,410.11372649577584,4252.548624199638
ID478,A,2347.637229469961,432.22275521427827,4869.01504897155
ID663,A,2625.729878193577,401.82377990195636,5875.955378536247
ID302,B,2007.8942856103495,423.9525949266228,4006.4276795303767
ID617,C,2509.546776710767,374.0510801147608,-2133.1962627701164
ID591,B,2595.1486573865163,414.7591857698415,5180.312621833067
ID717,C,2189.3646391584293,424.1167009049231,-1774.7222007047885
ID500,B,2445.250612326375,403.12336935752546,4896.416474567728
ID645,B,2260.2526859487502,402.267828714814,4518.56317311284
ID531,C,2460.499028350263,383.2808146862218,-2101.7255056195245
ID190,C,2421.093276603572,397.06393486592896,-2033.191239377328
ID727,A,2771.948133456271,400.02220372062567,6311.878509637291
ID876,C,2405.3378774621715,410.7730555219806,-1981.5557050246011
ID248,A,2205.7106931893313,381.96545890785023,4700.453626584172
ID685,A,2779.7966120440456,409.5419026998505,6314.591280938246
ID398,B,2398.156752902845,394.8979459324986,4810.333915274132
ID691,C,2673.2736405720425,407.0198908823462,-2254.886348613916
ID847,C,2398.6734192994263,383.60506662211077,-2012.7625149742273
ID895,A,2559.5066166219317,406.97351031189254,5646.901995426647
ID501,C,2511.7814343245905,407.004046792255,-2109.986272878307
ID714,B,2603.7145484866614,390.5631839254412,5224.505224925491
ID737,B,2635.6002998441245,388.92715450079544,5290.392700825715
ID594,A,1988.6385207925287,412.149205608804,3909.9289519223134
ID365,C,2930.8925199154028,420.4052772817947,-2532.8025118656738
ID427,C,2556.133624231137,384.5608538012671,-2164.245510266896
ID782,C,1951.7587627049584,412.70651058290605,-1544.0849927910192
ID716,A,2364.785710449885,378.1809586440505,5213.462958257944
ID344,A,3269.5523155524065,395.0104636398734,7825.756842065297
ID715,C,1966.0927856305902,400.14388585299,-1554.3066021764482
ID824,C,1972.1403067246501,398.2037423842993,-1581.1373877622625
ID144,B,2349.722603133973,406.3051242375906,4696.726544826593
ID806,A,2729.3414605615944,385.12383725960586,6250.735297394812
ID263,A,2682.585403209642,397.8751162558891,6060.664426711139
ID293,B,2677.520247712334,436.71403131469435,5327.269870946329
ID832,A,2364.8269770028833,391.74202060776594,5128.984736471999
ID451,B,2853.639584703401,414.1851153916708,5709.010932056316
ID776,C,2964.6999502802933,405.1275045085055,-2548.650049134291
ID475,A,2368.223638719715,396.9822077073088,5119.120561399988
ID238,C,2863.084850880893,385.52932769147395,-2444.636367258188
ID456,C,2059.1662597744157,402.2984552705593,-1659.4268308447533
ID553,A,1563.717252459765,404.7704427049911,2662.580593998399
ID833,A,2749.8521308923337,407.3365358375008,6231.598897234915
ID671,A,2311.135766827282,394.9031024703987,4958.838093462136
ID205,A,2716.0340201302215,438.9699464576514,5951.895337922632
ID140,C,2767.6326596259146,391.691673133712,-2381.3119061458347
ID463,B,2334.375040273048,380.52468894245163,4662.0829192173305
ID851,B,2655.580290939877,405.90474846775413,5326.00755482968
ID362,B,2151.5169003754427,393.3729174193301,4322.15616600166
ID282,A,2344.480451303051,393.16521543526096,5067.879011829161
ID504,C,2464.0543395197024,401.2719182570343,-2057.475507545397
ID295,B,2576.2061023054252,412.2067323348154,5131.096569899735
ID637,C,2109.286984211266,391.341120844647,-1718.0443371238505
ID877,B,1971.1473420554412,420.01094297327785,3945.999132480083
ID841,C,2556.685480659021,402.7380455769941,-2145.329126949781
ID223,B,2821.2680704069635,368.0385834235322,5626.352335904621
ID802,A,2323.5531760049694,403.3911042010945,4955.924830026403
ID245,C,2447.8517185051383,411.44624540856904,-2036.9980071348512
ID445,C,2352.899517935514,391.7311442408759,-1969.8158674035622
ID741,C,2383.210467439886,387.88081471730766,-1978.217292345857
ID299,A,2422.6194458750456,394.0580472537578,5288.718621348806
ID457,B,2567.417874467789,420.2793862044388,5103.503818122573
ID529,A,2293.363605940289,400.66233441877324,4874.977215792569
ID620,B,2006.0559382947617,393.9621561987453,4018.553872413036
ID183,A,2902.567381420239,390.6529891031662,6748.257846544862
ID211,A,2116.615330019603,403.3277384355224,4351.174732354842
ID577,C,2881.9312865211473,375.2690545007938,-2499.220407895802
ID643,C,2817.8510011081753,380.2938556254361,-2438.8882211019295
ID568,C,2204.6525265663254,402.55426348020137,-1799.6822014834122
ID805,A,2703.3025612079896,397.74157626351007,6083.705899895808
ID672,B,2972.803781073779,419.62825581634735,5955.181665588666
ID342,C,1879.635345600435,378.91695576864663,-1497.8463030598728
ID390,C,2473.9630577300313,404.01398766522266,-2067.578979043028
ID648,C,2505.03814244438,407.79467862239113,-2099.922443895558
ID891,B,2554.571039802935,416.8077679575683,5111.341321206293
ID229,C,2215.3815914468582,408.0580186544831,-1782.6768993377148
ID470,A,2541.2898275865055,381.7016178246013,5722.303050746935
ID749,A,2143.7855984816088,413.3987671473607,4370.823615839644
ID113,B,1871.5383095288087,405.24621806674975,3752.399368768496
ID661,A,2446.6969714310408,375.03755561640247,5462.122750362402
ID879,B,2395.201041502781,434.131122767526,4801.2235058466085
ID678,B,2388.734794517282,388.39344768037324,4792.187437323656
ID615,A,2842.79653692828,415.2174685546074,6456.359424356164
ID552,B,2278.3902007317497,409.37205914307833,4577.809540641651
ID439,C,2037.2069933972145,408.272664326995,-1615.6586058679497
ID448,B,2593.4623403511705,412.05453026244356,5196.452872644968
ID859,A,3076.5640408652594,415.0747688471519,7159.856873045877
ID150,B,2752.423189877995,399.23575666329015,5490.861986838174
ID601,C,2569.0071099641236,382.6902583971903,-2203.8533821756364
ID148,B,2877.1347118339163,390.7089512201621,5745.984052665434
ID796,B,2179.2891047360845,401.86330893510376,4353.152534404344
ID199,B,2218.332112083136,390.2026987527648,4448.016749117826
ID225,A,2031.3245040072077,408.86795090496827,4054.2689151508785
ID314,B,2631.006332269297,380.50817843032905,5247.005604712941
ID120,C,2326.46173553794,381.0009636156901,-1943.6433743324546
ID729,A,2200.648589166598,388.2323775611571,4684.51933280283
ID709,A,2423.6696310644284,400.9743901998162,5250.548065853028
ID372,C,1966.0363250946816,409.66674107352156,-1581.369690003086
ID510,C,2471.9336230876565,396.47801290161493,-2063.623123490739
ID449,A,2889.096582817918,393.12530777101796,6700.3947246105445
ID679,B,2747.7545352590796,413.40362400899465,5488.869558619236
ID250,C,2654.111863586009,377.78084025464085,-2283.736900872161
ID703,A,2513.4613069672414,395.4541568476446,5562.2252002901305
ID846,C,2726.051361939976,370.0192953313378,-2366.1881066090054
ID886,A,2459.52347918368,393.445925784541,5420.248455796381
ID235,B,2439.567613876045,413.51287237132505,4876.449018233511
ID890,C,2538.8814970132325,406.09632726607947,-2166.3060788392027
ID762,A,2001.751983953828,394.63434610212977,4033.95132146055
ID786,C,2314.5090683329245,394.9607613918411,-1920.4668690414537
ID880,A,2022.4434477419072,413.68940551919866,3995.658823617108
ID850,B,2275.243212898223,410.2486593102509,4562.327218289441
ID202,A,2527.1802571376998,417.9727638982105,5504.599057537579
ID520,A,2666.1076005978216,415.57620747390973,5935.242532014665
ID881,A,2721.5315403501017,398.3263946303281,6177.4552329323415
ID237,A,2441.2405986350914,393.75744847807744,5352.203929739148
ID700,A,2471.3993574316833,372.74786246248317,5559.304758349758
ID517,C,2835.1953153966056,410.1371726134995,-2403.436665772868
ID109,B,2740.165713745468,372.8973725348895,5485.950203991454
ID326,B,2158.209988677268,405.72253108952964,4309.8641086661655
ID436,C,3162.6417267566717,387.8201090260689,-2761.647334419964
ID760,A,2295.1805320344097,400.79072808074574,4868.25497137431
ID252,B,2328.22728850574,401.44274317814774,4656.19564793318
ID821,A,2128.0598470014293,412.4566412544106,4308.736327693851
ID896,B,2053.0288874640532,405.73325430285973,4131.59349331872
ID373,C,2906.3551202312274,391.3777076634728,-2526.0967774592445
ID472,B,2475.5789760064167,411.9872846263004,4960.571686087909
ID186,B,2304.126194618376,391.211993181463,4593.494707415945
ID815,C,2338.059547757303,393.2785073915281,-1957.516417838097
ID719,A,2633.982724785062,403.1062243752776,5868.969190669455
ID352,B,2729.380276767716,415.9675556069515,5441.64640887527
ID826,C,2876.9821305056034,399.1719883484326,-2458.0264171122894
ID145,B,2813.7616621296456,399.3330572438261,5636.893415929545
ID680,B,2137.9664434177594,442.75094296677776,4272.943198538198
ID756,C,3358.34881951253,403.7492091812982,-2938.5078545924353
ID575,A,2287.1577009384387,401.8044165487305,4860.348281460769
ID515,C,2169.8200282810863,395.1295036913774,-1768.9956000372463
ID155,A,2715.6980818135594,397.47231288262725,6176.944841488295
ID844,B,2741.6461700014356,399.13582931452663,5491.919457930376
ID491,C,2519.749924049193,395.49521463154645,-2144.4714313073728
ID754,B,2306.8197629429287,394.86022315868036,4603.259072481069
ID561,C,2250.983697541068,420.49691887058697,-1828.5289489923093
ID423,A,2356.518599794316,409.141562159324,5008.205482558342
ID389,C,2743.2748728136057,406.76887700505335,-2329.8635049514305
ID684,C,2378.2841359003414,423.90309270246445,-1938.3620208551408
ID480,C,2784.0782485268624,421.33531530526216,-2357.4525207411607
ID188,C,2370.4515806620493,410.59004376417454,-1952.2795374324492
ID800,A,3149.4622917058778,410.6987098295952,7398.913009537124
ID817,C,2718.4529919214715,412.695817709135,-2278.1822739998374
ID781,B,2725.845797445248,403.40284925011173,5450.084447309094
ID335,B,2205.1463896723035,415.68882328598426,4433.24958332793
ID744,C,2541.463789698289,408.81253954730005,-2144.975621800055
ID339,B,1813.6958442663863,401.9507171358887,3626.765216836651
ID868,A,2331.4607573872445,416.179911646154,4902.31269779413
ID702,B,2547.602916146403,362.43453610942163,5103.516920336507
ID579,A,2572.394072198039,399.8017684587329,5712.311571451366
ID135,A,2523.990876309946,384.4472444486129,5662.161125812473
ID750,C,2466.8691023660936,389.8108936468327,-2077.9681238527364
ID523,A,2739.5487193230633,423.7100073310327,6100.276924854585
ID102,C,2540.311577062869,399.65668725601853,-2124.450904363424
ID652,B,2306.6390690458306,401.3795868669818,4607.57076470838
ID633,C,2543.100047937606,398.6984750710857,-2156.827775912745
ID884,A,2461.8994423684735,399.51020821929427,5400.153918426904
ID321,C,2240.51977485839,376.48515330590135,-1855.6637580753227
ID689,B,2130.0217683075916,398.59694009863057,4260.341134637098
ID549,A,2624.9028716333974,377.089750549154,5991.465903479074
ID474,C,2590.2557674728955,400.0418353582147,-2176.2288982518785
ID430,B,2721.4772730065815,383.12394674110095,5441.116570170256
ID340,B,2732.1736487885323,404.0016469336397,5479.508256322337
ID827,A,1944.2814227896288,393.46783937187064,3864.662297162216
ID705,B,2934.2264863381993,395.69012403989507,5873.857135659739
ID865,C,2751.459397859094,386.135790544297,-2361.39846973975
ID174,C,2431.299312382032,394.0307103073647,-2031.017404736316
ID131,C,2681.197812045761,402.4424478252678,-2278.4929268628057
ID639,C,1653.3758656577409,400.14525407830115,-1249.330491961058
ID267,B,2272.9653236252434,399.3961665726449,4572.650696995648
ID487,B,2658.466671649986,395.8197551911106,5315.562903988794
ID512,B,2481.796453787627,384.23195372188303,4979.320270879449
ID492,A,3487.1794785453862,419.540596855685,8367.353415285002
ID385,C,2332.2685534892526,411.1483318988261,-1943.2510609317144
ID499,C,2907.243718588577,409.04997298892033,-2484.300342726153
ID558,B,2133.9510949826144,397.795008600383,4255.471344820847
ID185,A,2802.7625047810643,407.2292729287889,6376.249079243623
ID268,B,2047.3299513091692,434.3510645363654,4090.9314912537006
ID718,A,2982.1867996665023,400.9955123490843,6933.396160634001
ID502,B,2064.313571460238,382.2824966288737,4136.419553152278
ID236,A,2189.644417914052,414.88838936773993,4496.624029306721
ID167,C,2646.0947518863472,399.91355819968277,-2256.6613762644984
ID194,A,2200.451315174817,403.9726241541579,4581.932347754613
ID165,A,2838.259762757008,377.28156744505856,6653.701258664359
ID320,B,2836.126922794107,423.58586995070004,5672.493397644051
ID726,C,2524.970397233036,390.78109639350606,-2127.6593310739736
ID280,A,2675.6951543120967,405.4466049888563,6010.370553011746
ID198,A,2706.35250241747,383.7847482672158,6174.166805344133
ID592,C,2960.850977639065,397.65164696826884,-2553.39751583245
ID369,C,2321.1275701309305,412.52320152645467,-1933.0056434818348
ID712,B,2637.6191137890182,412.10761207741535,5272.608225386879
ID124,A,2720.0172958979806,412.3295833556014,6098.2838692622045
ID253,C,1999.547486400007,377.47801585501173,-1632.0674224915572
ID129,B,2834.2805078468937,401.5639516255573,5672.425437208039
ID606,C,2773.024409847265,391.74056068415,-2381.884036255866
ID331,C,2294.4427058638585,411.0381655718363,-1883.816546484517
ID885,C,2954.750200450341,378.69954343344875,-2563.1530675780914
ID632,A,2094.330541167269,364.87966821070734,4478.1563563554055
ID743,C,2340.1151935327425,379.75643352235414,-1959.5874153032971
ID761,A,2547.296864149591,380.2725959427894,5737.1317591993575
ID349,B,2261.536369673721,419.93936130212063,4529.684460459714
ID378,C,2094.9131850951403,407.74883558524255,-1682.8912310283124
ID438,B,2560.823529151041,386.4128690782453,5129.13252783663
ID306,C,2469.9409352940493,396.4246212780243,-2084.6636206417243
ID550,B,2733.359898507914,446.52549820824663,5466.755643029018
ID566,C,2172.763458383186,396.938688832988,-1769.6962808164942
ID386,A,2264.8304396951107,377.04442887814656,4914.609060091581
ID735,C,2526.762940344491,406.248941894364,-2102.8842562972573
ID471,C,2675.5379371255613,405.3995181628632,-2250.6525154381025
ID690,B,2927.493927044647,389.40921166310534,5848.47938280338
ID813,A,2742.780579191155,394.7244548904566,6242.178302371282
ID104,A,2758.452387547496,424.721149448737,6159.438673626698
ID206,B,2578.8701609966383,439.29107738262707,5161.391587596648
ID511,B,2292.265189103353,392.3367528767408,4598.592136064077
ID151,A,2512.4904308881887,394.3699649092549,5567.246727552334
ID387,C,2281.8237759208123,396.42893528496785,-1857.594183428233
ID738,A,2564.010567547297,415.14524124642764,5604.661522841172
ID111,A,2557.121601449755,398.39481219386585,5681.31763583979
ID288,B,2677.578820622526,383.41275035184486,5357.621039293242
ID273,B,2505.4595110130413,400.37069489424016,5015.414075512981
ID409,A,2351.0406407784185,363.3125929376646,5248.382286991853
ID426,C,2752.237558905722,371.25958042553697,-2386.5105426735654
ID396,B,3123.518687637743,402.03904294905425,6251.534567475283
ID634,B,2519.88793159913,389.13858959387846,5043.1955813239865
ID746,A,2932.440379080045,411.09540049017784,6734.836183953272
ID775,B,2636.403591338297,416.4846189015448,5300.844607229228
ID657,A,2304.8976006898306,408.9462816594906,4874.321228848049
ID882,C,2057.9666820000657,381.20683048769706,-1684.1346665325427
ID130,C,2651.224683003544,413.9884307895035,-2236.3694838290353
ID872,C,2985.2964715240932,404.48531329680264,-2601.014827095097
ID628,A,2377.961807596796,392.06525605352977,5170.055452588118
ID164,A,2336.631399324842,371.236934835823,5151.426046332458
ID494,A,2071.4601877709356,407.0545144328712,4196.872106589685
ID674,A,2478.6988415999626,406.005517382521,5406.054844909051
ID189,B,1679.5780223261975,418.2875864856746,3366.294105410126
ID668,A,2794.996183597542,419.7275291529096,6283.762642310355
ID567,A,2513.826757005654,426.0049813689227,5411.648277116312
ID699,B,2342.0430854512174,407.73477119030474,4675.657420279209
ID870,B,2973.270940693411,392.98042490919556,5946.697895006318
ID490,C,1913.5890407262505,387.98139394954075,-1517.2565451704536
ID495,B,2695.2030381633576,428.235183429191,5400.310080517751
ID525,A,2756.5078593644125,393.7991595273424,6319.98915094071
ID839,C,2462.671306155584,407.8142048855306,-2079.0040676473745
ID401,B,2772.068938522577,392.73456956733423,5551.576454419299
ID535,C,2960.2856256704654,413.02941166233995,-2551.4870223293806
ID739,B,2325.2454985496242,389.47657979258656,4644.34895641167
ID829,A,2464.3276773681923,397.04093633552776,5400.495268690516
ID612,B,2772.296226213584,388.8297554372133,5548.335533074375
ID356,A,2365.994397952767,393.83251769128617,5125.161615998202
ID118,A,2274.5413856567416,393.7460771780583,4863.905872452905
ID742,A,2389.901721020718,405.3656094673332,5136.479395252667
ID260,B,2744.721534543748,390.4284233314213,5478.376494115165
ID460,A,2325.3743599759855,410.6310414351243,4927.190773249227
ID315,C,2772.298573688403,376.338942492049,-2396.517743095582
ID483,B,2643.757671313586,433.38809161934813,5293.355726218813
ID605,A,2622.7992218715726,414.0944120901257,5787.25083410213
ID162,C,2492.057129670371,396.80283500440225,-2101.8572512091087
ID780,B,2610.928556387727,423.751796541866,5214.371606240711
ID708,A,1856.9560923458375,415.7679744860149,3494.2540334056753
ID361,B,2341.6955256176416,395.0186531627351,4679.064584632477
ID759,B,2555.8244185481954,374.66282917112295,5109.916499253801
ID820,B,2512.2801786561704,419.1417863674706,5026.743936697313
ID736,C,2755.6395725285893,400.9036168812861,-2342.5688061370925
ID748,A,2342.7723652648697,426.9503296437638,4884.657787137268
ID650,B,3010.7979145919035,426.69614275580193,6016.111194664952
ID777,C,2353.708541072009,403.38761240746607,-1981.5812991746348
ID644,A,2054.344143713279,380.0120657167325,4279.2822962347755
ID816,A,2850.7484712988553,410.657812676856,6488.706953501187
ID497,B,2757.5469911882174,412.4504287875484,5517.964261162201
ID425,B,2144.63192853107,395.6512193514563,4294.358813686465
ID437,A,2580.224259556302,396.3621024296203,5785.40549430306
ID122,B,2525.7274319224384,398.97102005507577,5049.703783456131
ID192,A,2334.855470631299,383.75504316662153,5089.296065923211
ID522,B,2520.894216948806,391.4244410225986,5068.0259835094785
ID197,C,2800.0908321503066,397.7235474297747,-2405.7433555698635
ID428,C,1891.097815389828,368.87193907188083,-1514.3457828835112
ID843,B,2493.965663566554,388.2633494706203,4997.38460758546
ID466,B,2915.4737801053625,400.124482252747,5835.838771497776
ID358,B,2144.5642466153195,416.7875734688937,4297.707808778314
ID429,C,2689.0864077016577,398.38170320824185,-2299.2838476927764
ID277,B,2122.22883950218,383.66844949242494,4232.283733050553
ID133,B,2458.8742551621986,401.5531623317692,4881.75058563257
ID159,A,2525.91920451419,415.8909158836692,5516.000965198473
ID818,C,2276.890804094515,380.7993381347217,-1877.1340529049498
ID247,A,3266.541819473551,409.5347286670747,7757.083998752224
ID518,B,3127.1278547164093,413.09971312559094,6241.144745889361
ID728,A,2471.747105415357,384.5873348090174,5492.208938096258
ID177,B,2766.2395424235688,373.4055890276055,5529.4723917101865
ID539,A,2228.0941949175135,371.13942021942546,4829.342187689427
ID835,B,2430.7614460972136,405.4636232079087,4872.860821846912
ID317,A,2575.921699761966,406.65950762591837,5696.257034553306
ID258,B,2750.876153844369,402.2628276758287,5503.336368539091
ID855,B,3182.702146131871,401.1806840328531,6366.736185653663
ID900,A,2568.4598809769273,398.3845912751676,5729.246742628096
ID239,A,2456.6239684206125,406.47093588842,5340.3077838819045
ID169,A,2311.0147369425085,398.4377326774608,4955.168008066457
ID740,A,2413.2982860458696,395.3102492511809,5289.788118741907
ID137,A,2430.433381576835,419.9638311893421,5204.196934530258
ID765,A,2733.32604103294,407.85020582444093,6150.155949905287
ID862,C,2509.0805816441766,398.10752741541745,-2106.451492115027
ID419,B,2789.671248486707,398.600033351138,5581.641912027899
ID221,C,2391.887070047441,398.75476124648947,-1990.5623133348863
ID391,A,2406.20863122804,400.09440057752977,5204.087311931988
ID218,A,2618.7187367544825,401.2607405087242,5854.4500279272415
ID112,A,2352.636505694041,394.2789903103322,5080.05837968204
ID596,A,2764.405960181917,390.3991863772158,6344.98778068132
ID175,A,2451.846860956259,386.3465223494289,5439.237450681326
ID123,A,2161.6790523377717,383.75614974443937,4546.593690946878
ID447,B,2206.133377529476,419.543473365271,4408.282956650962
ID411,A,2048.576254141242,391.4472712497372,4191.250128786348
ID184,A,2602.89998433858,355.98397204176973,6013.488475899597
ID364,A,2500.639652060831,392.23072504169954,5524.391677455099
ID600,B,2389.943759030833,388.57524738170434,4774.619763736704
ID528,C,2668.6735084555844,412.8024369255422,-2236.529775724941
ID379,A,2502.104882910056,418.4079367323654,5424.005580182981
